file_name,N_m,NSE_m,RMSE_M,algo_m,m_poly_p1,m_poly_p2,m_poly_p3,m_n3_p1,m_n3_p2,N_nm,NSE_nm,RMSE_nM,algo_nm,nm_poly_p1,nm_poly_p2,nm_poly_p3,nm_n3_p1,nm_n3_p2,name,lat,lon
df_st_VANDIPERIYAR.xlsx,4318,0.9476236591888256,4.040903432175543,2,,,,8.434445499064154,790.8004170648677,5284,0.9616912007106367,1.4983981199914345,2,,,,6.903327762957895,790.7219109802128,VANDIPERIYAR,9.1525,77.1525
df_st_Vautha.xlsx,1818,0.9094988359522416,96.09611859653953,1,74.79207023049761,-2037.4112780825485,13891.896237983341,,,3482,0.8574121550986533,18.647409522961453,1,65.69044408854543,-1771.2873435446827,11954.020906716583,,,Vautha,22.65027777777778,72.535
df_st_Vazhavachanur.xlsx,374,0.9048819155920607,2.5469189078246326,2,,,,96.28517681505046,133.87444686489408,2766,0.928566862353839,13.550102129038102,1,63.99762548418528,-17136.752062396692,1147184.698882699,,,Vazhavachanur,12.06583333,78.97805556
df_st_Villupuram.xlsx,377,0.9482858904031208,33.467970583496644,2,,,,210.76601711857205,42.845830349328736,377,0.9482858904031208,33.467970583496644,2,,,,210.76601711857205,42.845830349328736,Villupuram,11.87055555555556,79.45944444444444
df_st_Wadakbal.xlsx,977,0.9876588630374933,15.15511705014587,1,17.020282956318045,-14232.761107000482,2975429.206269504,,,721,0.9791579552244335,12.905504938858881,1,16.838078094406754,-14082.061899713783,2944275.140622359,,,Wadakbal,17.53416666666667,75.88472222222222
df_st_Wadenepally.xlsx,2147,0.9878963371939831,241.1521216254713,1,96.07616044063774,-4617.64664840852,55451.138666138184,,,6756,0.7413034691576912,804.7644223814406,1,100.43533509976523,-4882.552648418958,59387.35597576369,,,Wadenepally,16.79416666666667,80.07305555555556
df_st_Warunji.xlsx,1340,0.995189761511043,28.336564264097188,1,15.391934428381795,-16926.771596189366,4653647.341761147,,,2341,0.9655335851072346,6.013686102851279,1,19.648252368418355,-21621.17745627793,5948037.141376876,,,Warunji,17.27277777777778,74.16472222222222
df_st_Yadgir.xlsx,1472,0.9882755661858635,103.27900533500062,1,97.14719583509041,-68174.25278787522,11960565.45784091,,,1511,0.9909761363155792,47.269652007904654,1,100.38451594180441,-70454.36649439578,12362040.736252075,,,Yadgir,16.7375,77.12527777777777
df_st_YENNEHOLE.xlsx,2166,0.9601128358346535,22.819320614559455,1,21.485718661671882,-706.4577337351676,5768.753190244786,,,3187,0.9600213871939103,4.385115189374708,1,27.843822069342227,-959.4236367935827,8264.521604641139,,,YENNEHOLE,13.29416666666667,74.98083333333334
df_st_YERLI.xlsx,1812,0.9149590717001836,113.35305694853129,1,17.000938675855693,-7203.489061428728,762904.9596191302,,,1518,0.9462679819363983,21.571796137200085,1,25.466918009653714,-10879.529581051609,1161909.9735559558,,,YERLI,20.93638888888889,76.47416666666666
